T,Salt,Cs,fs,Cp,Gamma,Eta
60,NaCl,1000,0.5,15.0,12.9,8.288
60,NaCl,1000,0.5,15.0,16.7,8.0095
60,NaCl,1000,0.5,15.0,21.5,7.6668
60,NaCl,1000,0.5,15.0,27.8,7.334
60,NaCl,1000,0.5,15.0,35.9,6.9883
60,NaCl,1000,0.5,15.0,46.4,6.6428
60,NaCl,1000,0.5,15.0,59.9,6.3195
60,NaCl,1000,0.5,15.0,77.4,5.985
60,NaCl,1000,0.5,15.0,100.0,5.6679
60,NaCl,1000,0.5,12.0,1.0,5.8969
60,NaCl,1000,0.5,12.0,1.29,5.9955
60,NaCl,1000,0.5,12.0,1.67,5.9747
60,NaCl,1000,0.5,12.0,2.15,5.9141
60,NaCl,1000,0.5,12.0,2.78,5.9046
60,NaCl,1000,0.5,12.0,3.59,5.8633
60,NaCl,1000,0.5,12.0,4.64,5.8258
60,NaCl,1000,0.5,12.0,5.99,5.7591
60,NaCl,1000,0.5,12.0,7.74,5.6719
60,NaCl,1000,0.5,12.0,10.0,5.5657
60,NaCl,1000,0.5,12.0,12.9,5.4412
60,NaCl,1000,0.5,12.0,16.7,5.2853
60,NaCl,1000,0.5,12.0,21.5,5.1485
60,NaCl,1000,0.5,12.0,27.8,4.9723
60,NaCl,1000,0.5,12.0,35.9,4.7924
60,NaCl,1000,0.5,12.0,46.4,4.624
60,NaCl,1000,0.5,12.0,59.9,4.4207
60,NaCl,1000,0.5,12.0,77.4,4.279
60,NaCl,1000,0.5,12.0,100.0,4.1198
60,NaCl,1000,0.5,10.0,1.0,4.7428
60,NaCl,1000,0.5,10.0,1.29,4.7001
60,NaCl,1000,0.5,10.0,1.67,4.6318
60,NaCl,1000,0.5,10.0,2.15,4.6845
60,NaCl,1000,0.5,10.0,2.78,4.6503
60,NaCl,1000,0.5,10.0,3.59,4.6371
60,NaCl,1000,0.5,10.0,4.64,4.6348
60,NaCl,1000,0.5,10.0,5.99,4.5737
60,NaCl,1000,0.5,10.0,7.74,4.5115
60,NaCl,1000,0.5,10.0,10.0,4.4385
60,NaCl,1000,0.5,10.0,12.9,4.3664
60,NaCl,1000,0.5,10.0,16.7,4.2901
60,NaCl,1000,0.5,10.0,21.5,4.1579
60,NaCl,1000,0.5,10.0,27.8,4.0579
60,NaCl,1000,0.5,10.0,35.9,3.9431
60,NaCl,1000,0.5,10.0,46.4,3.8207
60,NaCl,1000,0.5,10.0,59.9,3.7294
60,NaCl,1000,0.5,10.0,77.4,3.5985
60,NaCl,1000,0.5,10.0,100.0,3.4992
60,NaCl,1000,0.5,9.0,1.0,3.8535
60,NaCl,1000,0.5,9.0,1.29,3.8632
60,NaCl,1000,0.5,9.0,1.67,3.8005
60,NaCl,1000,0.5,9.0,2.15,3.8315
60,NaCl,1000,0.5,9.0,2.78,3.8577
60,NaCl,1000,0.5,9.0,3.59,3.7999
60,NaCl,1000,0.5,9.0,4.64,3.7949
60,NaCl,1000,0.5,9.0,5.99,3.7696
60,NaCl,1000,0.5,9.0,7.74,3.7282
60,NaCl,1000,0.5,9.0,10.0,3.6744
60,NaCl,1000,0.5,9.0,12.9,3.6285
60,NaCl,1000,0.5,9.0,16.7,3.5739
60,NaCl,1000,0.5,9.0,21.5,3.4845
60,NaCl,1000,0.5,9.0,27.8,3.4089
60,NaCl,1000,0.5,9.0,35.9,3.3327
60,NaCl,1000,0.5,9.0,46.4,3.2454
60,NaCl,1000,0.5,9.0,59.9,3.1903
60,NaCl,1000,0.5,9.0,77.4,3.0876
60,NaCl,1000,0.5,9.0,100.0,3.0339
60,NaCl,1000,0.5,8.0,1.0,3.5844
60,NaCl,1000,0.5,8.0,1.29,3.4522
60,NaCl,1000,0.5,8.0,1.67,3.4562
60,NaCl,1000,0.5,8.0,2.15,3.4897
60,NaCl,1000,0.5,8.0,2.78,3.483
60,NaCl,1000,0.5,8.0,3.59,3.4248
60,NaCl,1000,0.5,8.0,4.64,3.424
60,NaCl,1000,0.5,8.0,5.99,3.3881
60,NaCl,1000,0.5,8.0,7.74,3.3595
60,NaCl,1000,0.5,8.0,10.0,3.3223
60,NaCl,1000,0.5,8.0,12.9,3.2764
60,NaCl,1000,0.5,8.0,16.7,3.2398
60,NaCl,1000,0.5,8.0,21.5,3.1694
60,NaCl,1000,0.5,8.0,27.8,3.1142
60,NaCl,1000,0.5,8.0,35.9,3.0423
60,NaCl,1000,0.5,8.0,46.4,2.9909
60,NaCl,1000,0.5,8.0,59.9,2.9187
60,NaCl,1000,0.5,8.0,77.4,2.8763
60,NaCl,1000,0.5,8.0,100.0,2.7931
60,NaCl,1000,0.5,7.0,1.0,2.8071
60,NaCl,1000,0.5,7.0,1.29,2.7791
60,NaCl,1000,0.5,7.0,1.67,2.8131
60,NaCl,1000,0.5,7.0,2.15,2.7555
60,NaCl,1000,0.5,7.0,2.78,2.8146
60,NaCl,1000,0.5,7.0,3.59,2.7693
60,NaCl,1000,0.5,7.0,4.64,2.8014
60,NaCl,1000,0.5,7.0,5.99,2.7685
60,NaCl,1000,0.5,7.0,7.74,2.7463
60,NaCl,1000,0.5,7.0,10.0,2.7193
60,NaCl,1000,0.5,7.0,12.9,2.6973
60,NaCl,1000,0.5,7.0,16.7,2.6807
60,NaCl,1000,0.5,7.0,21.5,2.6209
60,NaCl,1000,0.5,7.0,27.8,2.5936
60,NaCl,1000,0.5,7.0,35.9,2.5545
60,NaCl,1000,0.5,7.0,46.4,2.5164
60,NaCl,1000,0.5,7.0,59.9,2.4958
60,NaCl,1000,0.5,7.0,77.4,2.4451
60,NaCl,1000,0.5,7.0,100.0,2.4039
60,NaCl,1000,0.5,6.0,1.0,6.9288
60,NaCl,1000,0.5,6.0,1.29,5.4521
60,NaCl,1000,0.5,6.0,1.67,5.4786
60,NaCl,1000,0.5,6.0,2.15,2.4752
60,NaCl,1000,0.5,6.0,2.78,2.3775
60,NaCl,1000,0.5,6.0,3.59,2.3922
60,NaCl,1000,0.5,6.0,4.64,2.3563
60,NaCl,1000,0.5,6.0,5.99,2.3639
60,NaCl,1000,0.5,6.0,7.74,2.3518
60,NaCl,1000,0.5,6.0,10.0,2.3272
60,NaCl,1000,0.5,6.0,12.9,2.3116
60,NaCl,1000,0.5,6.0,16.7,2.2758
60,NaCl,1000,0.5,6.0,21.5,2.2507
60,NaCl,1000,0.5,6.0,27.8,2.2198
60,NaCl,1000,0.5,6.0,35.9,2.2011
60,NaCl,1000,0.5,6.0,46.4,2.1574
60,NaCl,1000,0.5,6.0,59.9,2.1539
60,NaCl,1000,0.5,6.0,77.4,2.1015
60,NaCl,1000,0.5,6.0,100.0,2.1129
60,NaCl,1000,0.5,5.0,1.0,2.0841
60,NaCl,1000,0.5,5.0,1.29,2.0796
60,NaCl,1000,0.5,5.0,1.67,2.1409
60,NaCl,1000,0.5,5.0,2.15,2.0884
60,NaCl,1000,0.5,5.0,2.78,2.1211
60,NaCl,1000,0.5,5.0,3.59,2.0965
60,NaCl,1000,0.5,5.0,4.64,2.1146
60,NaCl,1000,0.5,5.0,5.99,2.0914
60,NaCl,1000,0.5,5.0,7.74,2.0818
60,NaCl,1000,0.5,5.0,10.0,2.0782
60,NaCl,1000,0.5,5.0,12.9,2.0528
60,NaCl,1000,0.5,5.0,16.7,2.0427
60,NaCl,1000,0.5,5.0,21.5,2.031
60,NaCl,1000,0.5,5.0,27.8,2.0162
60,NaCl,1000,0.5,5.0,35.9,1.9862
60,NaCl,1000,0.5,5.0,46.4,1.9857
60,NaCl,1000,0.5,5.0,59.9,1.938
60,NaCl,1000,0.5,5.0,77.4,1.959
60,NaCl,1000,0.5,5.0,100.0,1.928
60,NaCl,1000,0.5,4.0,1.0,1.6005
60,NaCl,1000,0.5,4.0,1.29,1.7426
60,NaCl,1000,0.5,4.0,1.67,1.735
60,NaCl,1000,0.5,4.0,2.15,2.1747
60,NaCl,1000,0.5,4.0,2.78,2.677
60,NaCl,1000,0.5,4.0,3.59,1.7274
60,NaCl,1000,0.5,4.0,4.64,1.7453
60,NaCl,1000,0.5,4.0,5.99,1.7356
60,NaCl,1000,0.5,4.0,7.74,1.7247
60,NaCl,1000,0.5,4.0,10.0,1.7224
60,NaCl,1000,0.5,4.0,12.9,1.7085
60,NaCl,1000,0.5,4.0,16.7,1.6946
60,NaCl,1000,0.5,4.0,21.5,1.6989
60,NaCl,1000,0.5,4.0,27.8,1.6906
60,NaCl,1000,0.5,4.0,35.9,1.6761
60,NaCl,1000,0.5,4.0,46.4,1.6837
60,NaCl,1000,0.5,4.0,59.9,1.6505
60,NaCl,1000,0.5,4.0,77.4,1.6803
60,NaCl,1000,0.5,4.0,100.0,1.6687
60,NaCl,1000,0.5,3.0,1.0,1.3166
60,NaCl,1000,0.5,3.0,1.29,1.2548
60,NaCl,1000,0.5,3.0,1.67,1.2337
60,NaCl,1000,0.5,3.0,2.15,1.2285
60,NaCl,1000,0.5,3.0,2.78,1.2614
60,NaCl,1000,0.5,3.0,3.59,1.2521
60,NaCl,1000,0.5,3.0,4.64,1.2493
60,NaCl,1000,0.5,3.0,5.99,1.2401
60,NaCl,1000,0.5,3.0,7.74,1.2441
60,NaCl,1000,0.5,3.0,10.0,1.2367
60,NaCl,1000,0.5,3.0,12.9,1.2339
60,NaCl,1000,0.5,3.0,16.7,1.246
60,NaCl,1000,0.5,3.0,21.5,1.2406
60,NaCl,1000,0.5,3.0,27.8,1.2542
60,NaCl,1000,0.5,3.0,35.9,1.2511
60,NaCl,1000,0.5,3.0,46.4,1.2775
60,NaCl,1000,0.5,3.0,59.9,1.2754
60,NaCl,1000,0.5,3.0,77.4,1.3051
60,NaCl,1000,0.5,3.0,100.0,1.2935
60,NaCl,1000,0.5,2.0,1.0,0.97017
60,NaCl,1000,0.5,2.0,1.29,0.86465
60,NaCl,1000,0.5,2.0,1.67,0.96709
60,NaCl,1000,0.5,2.0,2.15,0.96565
60,NaCl,1000,0.5,2.0,2.78,0.9672
60,NaCl,1000,0.5,2.0,3.59,0.96413
60,NaCl,1000,0.5,2.0,4.64,0.96263
60,NaCl,1000,0.5,2.0,5.99,0.96576
60,NaCl,1000,0.5,2.0,7.74,0.96334
60,NaCl,1000,0.5,2.0,10.0,0.9698
60,NaCl,1000,0.5,2.0,12.9,0.97482
60,NaCl,1000,0.5,2.0,16.7,0.96585
60,NaCl,1000,0.5,2.0,21.5,0.98805
60,NaCl,1000,0.5,2.0,27.8,0.99328
60,NaCl,1000,0.5,2.0,35.9,1.0008
60,NaCl,1000,0.5,2.0,46.4,0.99802
60,NaCl,1000,0.5,2.0,59.9,1.0132
60,NaCl,1000,0.5,2.0,77.4,1.0265
60,NaCl,1000,0.5,2.0,100.0,1.0728
60,NaCl,1000,0.5,1.0,1.0,0.79436
60,NaCl,1000,0.5,1.0,1.29,0.7833
60,NaCl,1000,0.5,1.0,1.67,0.87425
60,NaCl,1000,0.5,1.0,2.15,0.77444
60,NaCl,1000,0.5,1.0,2.78,0.82151
60,NaCl,1000,0.5,1.0,3.59,0.75158
60,NaCl,1000,0.5,1.0,4.64,0.77124
60,NaCl,1000,0.5,1.0,5.99,0.77249
60,NaCl,1000,0.5,1.0,7.74,0.76167
60,NaCl,1000,0.5,1.0,10.0,0.78244
60,NaCl,1000,0.5,1.0,12.9,0.78892
60,NaCl,1000,0.5,1.0,16.7,0.77359
60,NaCl,1000,0.5,1.0,21.5,0.80441
60,NaCl,1000,0.5,1.0,27.8,0.80432
60,NaCl,1000,0.5,1.0,35.9,0.81656
60,NaCl,1000,0.5,1.0,46.4,0.82836
60,NaCl,1000,0.5,1.0,59.9,0.83241
60,NaCl,1000,0.5,1.0,77.4,0.86597
60,NaCl,1000,0.5,1.0,100.0,1.0711
70,NaCl,1000,0.5,50.0,0.01,248.85
70,NaCl,1000,0.5,50.0,0.0129,241.38
70,NaCl,1000,0.5,50.0,0.0167,245.25
70,NaCl,1000,0.5,50.0,0.0215,246.72
70,NaCl,1000,0.5,50.0,0.0278,252.54
70,NaCl,1000,0.5,50.0,0.0359,256.5
70,NaCl,1000,0.5,50.0,0.0464,253.85
70,NaCl,1000,0.5,50.0,0.0599,254.4
70,NaCl,1000,0.5,50.0,0.0774,254.73
70,NaCl,1000,0.5,50.0,0.1,252.99
70,NaCl,1000,0.5,50.0,0.129,252.46
70,NaCl,1000,0.5,50.0,0.167,250.63
70,NaCl,1000,0.5,50.0,0.215,247.29
70,NaCl,1000,0.5,50.0,0.278,244.63
70,NaCl,1000,0.5,50.0,0.359,240.63
70,NaCl,1000,0.5,50.0,0.464,234.43
70,NaCl,1000,0.5,50.0,0.599,227.75
70,NaCl,1000,0.5,50.0,0.774,219.43
70,NaCl,1000,0.5,50.0,1.0,210.68
70,NaCl,1000,0.5,50.0,1.29,200.34
70,NaCl,1000,0.5,50.0,1.67,189.05
70,NaCl,1000,0.5,50.0,2.15,177.4
70,NaCl,1000,0.5,50.0,2.78,165.08
70,NaCl,1000,0.5,50.0,3.59,152.38
70,NaCl,1000,0.5,50.0,4.64,139.75
70,NaCl,1000,0.5,50.0,5.99,127.26
70,NaCl,1000,0.5,50.0,7.74,115.1
70,NaCl,1000,0.5,50.0,10.0,103.38
70,NaCl,1000,0.5,50.0,12.9,92.442
70,NaCl,1000,0.5,50.0,16.7,82.183
70,NaCl,1000,0.5,50.0,21.5,72.761
70,NaCl,1000,0.5,50.0,27.8,64.172
70,NaCl,1000,0.5,50.0,35.9,56.432
70,NaCl,1000,0.5,50.0,46.4,49.522
70,NaCl,1000,0.5,50.0,59.9,43.348
70,NaCl,1000,0.5,50.0,77.4,37.968
70,NaCl,1000,0.5,50.0,100.0,33.252
70,NaCl,1000,0.5,50.0,129.0,29.186
70,NaCl,1000,0.5,50.0,167.0,25.677
70,NaCl,1000,0.5,50.0,215.0,22.666
70,NaCl,1000,0.5,50.0,278.0,20.036
70,NaCl,1000,0.5,50.0,359.0,17.834
70,NaCl,1000,0.5,50.0,464.0,15.947
70,NaCl,1000,0.5,50.0,599.0,14.41
70,NaCl,1000,0.5,50.0,774.0,13.107
70,NaCl,1000,0.5,50.0,1000.0,13.618
70,NaCl,1000,0.5,40.0,0.1,112.71
70,NaCl,1000,0.5,40.0,0.129,110.91
70,NaCl,1000,0.5,40.0,0.167,111.77
70,NaCl,1000,0.5,40.0,0.215,111.36
70,NaCl,1000,0.5,40.0,0.278,110.27
70,NaCl,1000,0.5,40.0,0.359,109.6
70,NaCl,1000,0.5,40.0,0.464,108.84
70,NaCl,1000,0.5,40.0,0.599,107.05
70,NaCl,1000,0.5,40.0,0.774,105.39
70,NaCl,1000,0.5,40.0,1.0,103.24
70,NaCl,1000,0.5,40.0,1.29,100.38
70,NaCl,1000,0.5,40.0,1.67,96.969
70,NaCl,1000,0.5,40.0,2.15,92.973
70,NaCl,1000,0.5,40.0,2.78,88.588
70,NaCl,1000,0.5,40.0,3.59,83.656
70,NaCl,1000,0.5,40.0,4.64,78.462
70,NaCl,1000,0.5,40.0,5.99,73.031
70,NaCl,1000,0.5,40.0,7.74,67.488
70,NaCl,1000,0.5,40.0,10.0,61.969
70,NaCl,1000,0.5,40.0,12.9,56.527
70,NaCl,1000,0.5,40.0,16.7,51.282
70,NaCl,1000,0.5,40.0,21.5,46.264
70,NaCl,1000,0.5,40.0,27.8,41.571
70,NaCl,1000,0.5,40.0,35.9,37.153
70,NaCl,1000,0.5,40.0,46.4,33.127
70,NaCl,1000,0.5,40.0,59.9,29.409
70,NaCl,1000,0.5,40.0,77.4,26.112
70,NaCl,1000,0.5,40.0,100.0,23.122
70,NaCl,1000,0.5,30.0,0.1,44.092
70,NaCl,1000,0.5,30.0,0.129,46.229
70,NaCl,1000,0.5,30.0,0.167,44.954
70,NaCl,1000,0.5,30.0,0.215,44.864
70,NaCl,1000,0.5,30.0,0.278,46.066
70,NaCl,1000,0.5,30.0,0.359,45.009
70,NaCl,1000,0.5,30.0,0.464,44.794
70,NaCl,1000,0.5,30.0,0.599,44.631
70,NaCl,1000,0.5,30.0,0.774,44.36
70,NaCl,1000,0.5,30.0,1.0,43.808
70,NaCl,1000,0.5,30.0,1.29,43.131
70,NaCl,1000,0.5,30.0,1.67,42.36
70,NaCl,1000,0.5,30.0,2.15,41.394
70,NaCl,1000,0.5,30.0,2.78,40.19
70,NaCl,1000,0.5,30.0,3.59,38.757
70,NaCl,1000,0.5,30.0,4.64,37.155
70,NaCl,1000,0.5,30.0,5.99,35.366
70,NaCl,1000,0.5,30.0,7.74,33.469
70,NaCl,1000,0.5,30.0,10.0,31.44
70,NaCl,1000,0.5,30.0,12.9,29.356
70,NaCl,1000,0.5,30.0,16.7,27.227
70,NaCl,1000,0.5,30.0,21.5,25.13
70,NaCl,1000,0.5,30.0,27.8,23.074
70,NaCl,1000,0.5,30.0,35.9,21.1
70,NaCl,1000,0.5,30.0,46.4,19.196
70,NaCl,1000,0.5,30.0,59.9,17.449
70,NaCl,1000,0.5,30.0,77.4,15.772
70,NaCl,1000,0.5,30.0,100.0,14.302
70,NaCl,1000,0.5,25.0,0.1,29.825
70,NaCl,1000,0.5,25.0,0.129,28.063
70,NaCl,1000,0.5,25.0,0.167,28.536
70,NaCl,1000,0.5,25.0,0.215,27.315
70,NaCl,1000,0.5,25.0,0.278,27.279
70,NaCl,1000,0.5,25.0,0.359,27.421
70,NaCl,1000,0.5,25.0,0.464,27.823
70,NaCl,1000,0.5,25.0,0.599,27.463
70,NaCl,1000,0.5,25.0,0.774,27.516
70,NaCl,1000,0.5,25.0,1.0,27.2
70,NaCl,1000,0.5,25.0,1.29,26.991
70,NaCl,1000,0.5,25.0,1.67,26.764
70,NaCl,1000,0.5,25.0,2.15,26.299
70,NaCl,1000,0.5,25.0,2.78,25.819
70,NaCl,1000,0.5,25.0,3.59,25.161
70,NaCl,1000,0.5,25.0,4.64,24.42
70,NaCl,1000,0.5,25.0,5.99,23.531
70,NaCl,1000,0.5,25.0,7.74,22.545
70,NaCl,1000,0.5,25.0,10.0,21.464
70,NaCl,1000,0.5,25.0,12.9,20.304
70,NaCl,1000,0.5,25.0,16.7,19.079
70,NaCl,1000,0.5,25.0,21.5,17.858
70,NaCl,1000,0.5,25.0,27.8,16.6
70,NaCl,1000,0.5,25.0,35.9,15.373
70,NaCl,1000,0.5,25.0,46.4,14.158
70,NaCl,1000,0.5,25.0,59.9,13.026
70,NaCl,1000,0.5,25.0,77.4,11.93
70,NaCl,1000,0.5,25.0,100.0,10.968
70,NaCl,1000,0.5,20.0,0.1,14.577
70,NaCl,1000,0.5,20.0,0.129,14.359
70,NaCl,1000,0.5,20.0,0.167,16.052
70,NaCl,1000,0.5,20.0,0.215,15.778
70,NaCl,1000,0.5,20.0,0.278,15.988
70,NaCl,1000,0.5,20.0,0.359,16.52
70,NaCl,1000,0.5,20.0,0.464,16.005
70,NaCl,1000,0.5,20.0,0.599,16.006
70,NaCl,1000,0.5,20.0,0.774,15.665
70,NaCl,1000,0.5,20.0,1.0,15.835
70,NaCl,1000,0.5,20.0,1.29,15.847
70,NaCl,1000,0.5,20.0,1.67,15.633
70,NaCl,1000,0.5,20.0,2.15,15.534
70,NaCl,1000,0.5,20.0,2.78,15.402
70,NaCl,1000,0.5,20.0,3.59,15.137
70,NaCl,1000,0.5,20.0,4.64,14.829
70,NaCl,1000,0.5,20.0,5.99,14.485
70,NaCl,1000,0.5,20.0,7.74,14.045
70,NaCl,1000,0.5,20.0,10.0,13.541
70,NaCl,1000,0.5,20.0,12.9,12.991
70,NaCl,1000,0.5,20.0,16.7,12.385
70,NaCl,1000,0.5,20.0,21.5,11.741
70,NaCl,1000,0.5,20.0,27.8,11.078
70,NaCl,1000,0.5,20.0,35.9,10.414
70,NaCl,1000,0.5,20.0,46.4,9.736
70,NaCl,1000,0.5,20.0,59.9,9.1108
70,NaCl,1000,0.5,20.0,77.4,8.4635
70,NaCl,1000,0.5,20.0,100.0,7.9175
70,NaCl,1000,0.5,18.0,1.0,12.832
70,NaCl,1000,0.5,18.0,1.29,12.695
70,NaCl,1000,0.5,18.0,1.67,12.688
70,NaCl,1000,0.5,18.0,2.15,12.577
70,NaCl,1000,0.5,18.0,2.78,12.425
70,NaCl,1000,0.5,18.0,3.59,12.295
70,NaCl,1000,0.5,18.0,4.64,12.072
70,NaCl,1000,0.5,18.0,5.99,11.798
70,NaCl,1000,0.5,18.0,7.74,11.508
70,NaCl,1000,0.5,18.0,10.0,11.154
70,NaCl,1000,0.5,18.0,12.9,10.736
70,NaCl,1000,0.5,18.0,16.7,10.293
70,NaCl,1000,0.5,18.0,21.5,9.8249
70,NaCl,1000,0.5,18.0,27.8,9.3221
70,NaCl,1000,0.5,18.0,35.9,8.798
70,NaCl,1000,0.5,18.0,46.4,8.3029
70,NaCl,1000,0.5,18.0,59.9,7.7751
70,NaCl,1000,0.5,18.0,77.4,7.3293
70,NaCl,1000,0.5,18.0,100.0,6.8681
70,NaCl,1000,0.5,15.0,1.0,8.9473
70,NaCl,1000,0.5,15.0,1.29,8.8537
70,NaCl,1000,0.5,15.0,1.67,8.6962
70,NaCl,1000,0.5,15.0,2.15,8.7744
70,NaCl,1000,0.5,15.0,2.78,8.6774
70,NaCl,1000,0.5,15.0,3.59,8.6395
70,NaCl,1000,0.5,15.0,4.64,8.4499
70,NaCl,1000,0.5,15.0,5.99,8.3541
70,NaCl,1000,0.5,15.0,7.74,8.1916
70,NaCl,1000,0.5,15.0,10.0,7.9883
70,NaCl,1000,0.5,15.0,12.9,7.7531
70,NaCl,1000,0.5,15.0,16.7,7.461
70,NaCl,1000,0.5,15.0,21.5,7.191
70,NaCl,1000,0.5,15.0,27.8,6.8835
70,NaCl,1000,0.5,15.0,35.9,6.5668
70,NaCl,1000,0.5,15.0,46.4,6.2335
70,NaCl,1000,0.5,15.0,59.9,5.9251
70,NaCl,1000,0.5,15.0,77.4,5.6228
70,NaCl,1000,0.5,15.0,100.0,5.368
70,NaCl,1000,0.5,12.0,1.0,5.926
70,NaCl,1000,0.5,12.0,1.29,5.8962
70,NaCl,1000,0.5,12.0,1.67,5.8317
70,NaCl,1000,0.5,12.0,2.15,5.8395
70,NaCl,1000,0.5,12.0,2.78,5.8062
70,NaCl,1000,0.5,12.0,3.59,5.7853
70,NaCl,1000,0.5,12.0,4.64,5.7249
70,NaCl,1000,0.5,12.0,5.99,5.6821
70,NaCl,1000,0.5,12.0,7.74,5.5937
70,NaCl,1000,0.5,12.0,10.0,5.4995
70,NaCl,1000,0.5,12.0,12.9,5.3932
70,NaCl,1000,0.5,12.0,16.7,5.2699
70,NaCl,1000,0.5,12.0,21.5,5.1044
70,NaCl,1000,0.5,12.0,27.8,4.9411
70,NaCl,1000,0.5,12.0,35.9,4.7812
70,NaCl,1000,0.5,12.0,46.4,4.6054
70,NaCl,1000,0.5,12.0,59.9,4.4561
70,NaCl,1000,0.5,12.0,77.4,4.2633
70,NaCl,1000,0.5,12.0,100.0,4.1306
70,NaCl,1000,0.5,10.0,1.0,4.5668
70,NaCl,1000,0.5,10.0,1.29,4.3408
70,NaCl,1000,0.5,10.0,1.67,4.3072
70,NaCl,1000,0.5,10.0,2.15,4.4547
70,NaCl,1000,0.5,10.0,2.78,4.3283
70,NaCl,1000,0.5,10.0,3.59,4.3916
70,NaCl,1000,0.5,10.0,4.64,4.3057
70,NaCl,1000,0.5,10.0,5.99,4.2753
70,NaCl,1000,0.5,10.0,7.74,4.2658
70,NaCl,1000,0.5,10.0,10.0,4.2062
70,NaCl,1000,0.5,10.0,12.9,4.1242
70,NaCl,1000,0.5,10.0,16.7,4.0487
70,NaCl,1000,0.5,10.0,21.5,3.9674
70,NaCl,1000,0.5,10.0,27.8,3.8736
70,NaCl,1000,0.5,10.0,35.9,3.7577
70,NaCl,1000,0.5,10.0,46.4,3.6712
70,NaCl,1000,0.5,10.0,59.9,3.55
70,NaCl,1000,0.5,10.0,77.4,3.4778
70,NaCl,1000,0.5,10.0,100.0,3.3632
70,NaCl,1000,0.5,9.0,1.0,3.7157
70,NaCl,1000,0.5,9.0,1.29,3.7522
70,NaCl,1000,0.5,9.0,1.67,3.8043
70,NaCl,1000,0.5,9.0,2.15,3.6442
70,NaCl,1000,0.5,9.0,2.78,3.7576
70,NaCl,1000,0.5,9.0,3.59,3.6623
70,NaCl,1000,0.5,9.0,4.64,3.7098
70,NaCl,1000,0.5,9.0,5.99,3.6707
70,NaCl,1000,0.5,9.0,7.74,3.6306
70,NaCl,1000,0.5,9.0,10.0,3.5899
70,NaCl,1000,0.5,9.0,12.9,3.5565
70,NaCl,1000,0.5,9.0,16.7,3.5038
70,NaCl,1000,0.5,9.0,21.5,3.4137
70,NaCl,1000,0.5,9.0,27.8,3.3476
70,NaCl,1000,0.5,9.0,35.9,3.2784
70,NaCl,1000,0.5,9.0,46.4,3.1948
70,NaCl,1000,0.5,9.0,59.9,3.1404
70,NaCl,1000,0.5,9.0,77.4,3.0343
70,NaCl,1000,0.5,9.0,100.0,2.988
70,NaCl,1000,0.5,8.0,1.0,3.3622
70,NaCl,1000,0.5,8.0,1.29,3.1586
70,NaCl,1000,0.5,8.0,1.67,3.1818
70,NaCl,1000,0.5,8.0,2.15,3.1327
70,NaCl,1000,0.5,8.0,2.78,3.1444
70,NaCl,1000,0.5,8.0,3.59,3.1365
70,NaCl,1000,0.5,8.0,4.64,3.1574
70,NaCl,1000,0.5,8.0,5.99,3.1334
70,NaCl,1000,0.5,8.0,7.74,3.1023
70,NaCl,1000,0.5,8.0,10.0,3.0729
70,NaCl,1000,0.5,8.0,12.9,3.0417
70,NaCl,1000,0.5,8.0,16.7,3.0236
70,NaCl,1000,0.5,8.0,21.5,2.953
70,NaCl,1000,0.5,8.0,27.8,2.9105
70,NaCl,1000,0.5,8.0,35.9,2.8591
70,NaCl,1000,0.5,8.0,46.4,2.8061
70,NaCl,1000,0.5,8.0,59.9,2.774
70,NaCl,1000,0.5,8.0,77.4,2.708
70,NaCl,1000,0.5,8.0,100.0,2.6637
70,NaCl,1000,0.5,7.0,1.0,2.733
70,NaCl,1000,0.5,7.0,1.29,2.8378
70,NaCl,1000,0.5,7.0,1.67,2.5646
70,NaCl,1000,0.5,7.0,2.15,2.7076
70,NaCl,1000,0.5,7.0,2.78,2.7164
70,NaCl,1000,0.5,7.0,3.59,2.6825
70,NaCl,1000,0.5,7.0,4.64,2.6467
70,NaCl,1000,0.5,7.0,5.99,2.6973
70,NaCl,1000,0.5,7.0,7.74,2.6651
70,NaCl,1000,0.5,7.0,10.0,2.6443
70,NaCl,1000,0.5,7.0,12.9,2.616
70,NaCl,1000,0.5,7.0,16.7,2.557
70,NaCl,1000,0.5,7.0,21.5,2.5384
70,NaCl,1000,0.5,7.0,27.8,2.4929
70,NaCl,1000,0.5,7.0,35.9,2.4575
70,NaCl,1000,0.5,7.0,46.4,2.4055
70,NaCl,1000,0.5,7.0,59.9,2.3733
70,NaCl,1000,0.5,7.0,77.4,2.3305
70,NaCl,1000,0.5,7.0,100.0,2.322
70,NaCl,1000,0.5,6.0,1.0,2.1933
70,NaCl,1000,0.5,6.0,1.29,2.3224
70,NaCl,1000,0.5,6.0,1.67,2.3714
70,NaCl,1000,0.5,6.0,2.15,2.2305
70,NaCl,1000,0.5,6.0,2.78,2.2801
70,NaCl,1000,0.5,6.0,3.59,2.2571
70,NaCl,1000,0.5,6.0,4.64,2.311
70,NaCl,1000,0.5,6.0,5.99,2.2696
70,NaCl,1000,0.5,6.0,7.74,2.2605
70,NaCl,1000,0.5,6.0,10.0,2.249
70,NaCl,1000,0.5,6.0,12.9,2.2274
70,NaCl,1000,0.5,6.0,16.7,2.2122
70,NaCl,1000,0.5,6.0,21.5,2.2039
70,NaCl,1000,0.5,6.0,27.8,2.1777
70,NaCl,1000,0.5,6.0,35.9,2.1546
